Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based)
Manal’s Choices,5,جربت قهوة اليوم كانت ممتازة وكرواسون التمر أيضاً كان كويس..,2024-08-21 05:35:10.206000+00:00,Positive
Badr Nasser,5,المكان رايق وجميل ويستاهل الزيارة الطلب قهوة v60وتيراميسو ودونات فاخر من الآخر والأجمل الاستقبال والترحيب من موظف الاستقبال 🫡,2024-08-20 18:05:40.092000+00:00,Positive
Aziz Alangari,5,أفضل قهوة في المنطقة، شكرًا غازي. أنصح به بشدة!,2024-08-20 16:41:58.532000+00:00,Positive
Mshari,5,افضل محمصة وافضل خدمة . القهوه المفضله بالنسبه لي واشكر موظفينكم الرهيبين خصوصاً الشيخ غازي,2024-08-20 13:17:32.158000+00:00,Positive
Naemah Jh,5,"الكوفي جداً حلو قهوتهم لذيذه  والمكان رايق والستاف بشوشين كثير والموظف غازي خدوم جدا
اشكرهم صراحه على الستاف الكويس 👍❤️",2024-08-19 07:24:47.617000+00:00,Positive
Ahmed Alnafea,5,ميلان لطيف للغاية ويقدم خدمة رائعة، يعجبني نهجه وخدماته 🤍✨.,2024-08-15 22:28:04.541000+00:00,Positive
mohammed Shafei,5,"كانت تجربه جميله والقهوه تستاهل
وفوق هذا كله عندهم  الاخ غازي والله قمه في التعامل يخليك تحب المكان غصب
احب اشكر اداره المكان وبالأخص الاخ غازي",2024-08-15 19:33:15.576000+00:00,Positive
اماني عبدالله,5,جيت بعد تجربة البن مسبقاً وكان ناجح … القهوه ممتازه جربت كابوتشينو و امريكانو وايس دريب كلها اعجبتنا … وتشكيلة الحلا مره منوعه وخياراته كثيره جربت كيكة الماربل وكانت جيدة وكرواسون اللوز ناشف جداً وما عجبني … المكان مرتب والجلسات مريحه لكن صوت مكينة التحميص مزعج نوعاً ما … الخدمه جداً ممتازه,2024-08-14 14:57:51.592000+00:00,Positive
Hussein Al Qurayshah,5,10/10 رائع,2024-08-14 12:21:27.943000+00:00,Positive
muna,4,نوعيه القهوه لذيذه لكن دايم يعطوني اياها بارده مع اني اقول اكسترا هوت تجيني باااارده مااعرف ايش السبب  …!!!!؟؟؟؟؟هذا غير ازعاج الأطفال الله يصلحهم,2024-08-13 19:35:17.481000+00:00,Positive
عبدالمجيد الشمري,4,"اسبريسو  اعطيه ٨من   ١٠
الحلا تراميسو ١٠ من ١٠
عموما المكان جميل ويستاهل انك تروح له موقعه مميز  ويوجد مواقف
الموظف كان يقدم الطلب لناس قبلي ولما جاء دوري سلم الشغل للعامل البنقالي ومسك جواله 🤔",2024-08-13 05:44:43.427000+00:00,Positive
Mohammad alsubaie,5,قهوة جميلة والحلا متنوع وجميل,2024-08-12 20:59:30.731000+00:00,Positive
سلمان,5,غازي واحد من افضل الموضفين هو ميلان من الأفضل,2024-08-12 14:55:35.123000+00:00,Positive
عابر سبيل,3,"فلات وايت كله حليب.
مكان جميل وهادي
وفيه محمصة داخل الكافيه",2024-08-12 04:33:43.147000+00:00,Neutral
عبدالرحمن الكريدا,5,مكان حلو والموظف غازي ما شاء الله عليه خدوم,2024-08-11 20:31:22.601000+00:00,Positive
عبدالله الحميد,5,من افضل المحامص في الرياض .. و الموظف غازي اسطوووره الله يسعده,2024-08-11 20:30:18.431000+00:00,Positive
فيصل الكريدا,5,محمصة ممتازة واشكر بالذات غازي بشوش وتعامله ممتاز,2024-08-11 20:29:59.821000+00:00,Positive
Khalid,5,شكرا على الخدمة، وغازي افضل واحد 🙏,2024-08-11 19:17:57.230000+00:00,Positive
Njoud Hisham,5,"المكان رائعه
والمحصول اليمني لا يفوتكم
واشكر الموظف غازي على حسن التعامل والاستقبال",2024-08-11 15:06:45.084000+00:00,Positive
Jamel -545,5,القهوه والحلى لذيذ اسعارهم منطقيه واخص بالشكر الموظف غازي على ابتسامته وحسن تعامله مع الزباين قمة فالاخلاق,2024-08-11 15:03:45.641000+00:00,Positive
محمد 1,5,كاسكار اعتقد اسمه مشروب جديد لذيذ وبنفس الوقت غريب بس حلو الصراحة + الموظف عسلللل ودمه خفيف ربي يسعده دنيا وآخرة 🤍🤍,2024-08-10 19:45:50.731000+00:00,Positive
Abdulrahman,5,يعطيهم العافية، خدمة ومنتجات ممتازة.,2024-08-08 18:52:47.496000+00:00,Positive
حاتم ال,5,المكان الاسبوعي المفضل اجمل قهوه واحلا موظفين ، واشكر الموظف غازي ملك الاخلاق والتعامل🌹💙,2024-08-08 18:27:37.854000+00:00,Positive
Ahmed Alrabiah,5,الساعه 01:23 مغلق لكن في الخريطة مبين وقت الإغلاق الساعه 2,2024-08-05 22:24:18.780000+00:00,Positive
Turki Mutairi,5,"فرع هادئ
الخدمة من اروع مايكون
الموظف غازي قمة في الاخلاق",2024-08-05 18:16:07.092000+00:00,Positive
Abdulrahman al,5,شكرا اخ عازي على حسن الاستقبال والخدمه يعطيك العافيه,2024-08-05 16:16:18.850000+00:00,Positive
Turki Aljohani,5,احرجوني بكرمهم واسلوبهم الراقي والصدق محاصيلهم للامانه ممتازة وكل ماجيت من المدينة لابد امرهم اخذ وهالمره احرجوني بالهدايا الله يجزاكم كل خير ويوفقكم ونبي فروعكم بكل منطقة تعالوا للمدينة وشكراً لك استاذ خالد,2024-08-05 15:57:34.146000+00:00,Positive
Nada,5,قهوة اليوم لذيذة ومهي خفيفة، التيراميسو يستحق التجربة والمكان بشكل عام هادئ,2024-08-04 07:22:22.795000+00:00,Positive
saro 9792,5,القهوه جدا لذيذه ولا غلطه >< 🤍,2024-08-03 23:40:10.932000+00:00,Positive
Rakan Alalola,5,من افضل المحامص الموجودة في الرياض، قهوة لذيذة و مكان رايق و هادي، وتعاملهم مع الزباين رهيب .,2024-08-03 18:36:08.085000+00:00,Positive
Ahmed AlGhamdi,5,الكاسكارا ايس تي حقهم رهيييب ، للامانة ألذ ايس تي جربته ، و الاخ غازي اسلوبه و تعامله جدا جميل,2024-08-03 15:37:59.626000+00:00,Positive
Renad,5,عندهم البن اليمني لذيذ اعجبني 👍🏻,2024-08-02 14:34:53.994000+00:00,Positive
Md Rahmat,5,جيد جدًا,2024-08-01 21:38:44.166000+00:00,Positive
Athar Metwalli,1,اليوم جربت من عندهم ماتشا جداااا سيئة الله يعز النعمة موية وسكر ولون مع أنها مو رخيصة ب ٢٢ ريال يعني ياريت يجيب نوع افضل,2024-08-01 14:30:18.584000+00:00,Negative
hatem b,5,مكان جميل ، قهوة ممتازة و حلى لذيذ ، من الاماكن المفضلة لي بالرياض,2024-07-31 18:47:13.069000+00:00,Positive
ساره ابراهيم,5,"راااائع وقهوتهم لذيذه وحلاهم متنوع ..
وجلساتهم رايقه وهادي جدا والاحسن من هذا كله الموظف غازي اخلاق وبشاشه الله يوفقه يارب",2024-07-31 16:20:35.506000+00:00,Positive
عبدالعزيز محمد,5,القهوه جداً ممتازه والكوكيز جيد والموظفينن عسل وكل واحد افضل من الثاني والكاشيرر غازي افضل كاشير شفته ماشاءالله قبولل واسلوب واحترام وعفوي ماشاءالله ❤️❤️🤩🤩🤩,2024-07-31 16:15:52.504000+00:00,Positive
AWADH ALBSHRI,5,يعطيكم العافية جداً و آشكر الأخ غازي على تعاونه معنا,2024-07-30 17:25:20.330000+00:00,Positive
rahul gupta,5,المكان جمييييل جدا واشكر الموظف غازي على حسن تعامله وباقي التيم,2024-07-30 14:29:26.474000+00:00,Positive
almuthanna alnofal,5,المكان رهيب و القهوة رايقة و تعامل الموظفين جميل جداً 👍🏻.,2024-07-29 18:52:25.633000+00:00,Positive
Abdulaziz M,5,قهوة جيدة وتناول طعام جيد في المطعم,2024-07-29 15:34:19.022000+00:00,Positive
basil,5,تعامل احترافي،، المكان هادي وجميل والأسعار جداََ ممتازه والجلسات مريحه وتعامل الموظفين جدا راقي، استمتعت بالتجربه والقهوه اقيمها 10/10 😍,2024-07-29 15:30:29.853000+00:00,Positive
عبدالله السويدان,5,غازي افضل واحد,2024-07-26 21:30:20.791000+00:00,Positive
محمد الفرج,5,"مكان حلو ورايق
يكفي الموظف الي فيه نفسيته حلوه ويضحك معك وش تبي اكثر من كذا
جربو من عندهم الايس دريب ✨♥️♥️",2024-07-26 20:48:45.622000+00:00,Positive
Abdaullah Abdullah,5,والله من افضل مقاهي القهوه في الرياض وتعامل ممتاز الله يرزقهم يارب,2024-07-25 20:31:42.502000+00:00,Positive
Ahmad Malik,5,"القهوة، وخاصةً ""هوت بلند"" رائعة. أنا زبونهم الأول، لكن للأسف، أزالوا الهوت بلند ويحاولون استخدام الكلاسيك بلند (خطوة سيئة جدًا!). أرجوكم، أعيدوا الهوت بلند 🙏🏽",2024-07-23 05:21:04.252000+00:00,Positive
طارق الزهراني,3,"تواجدي دائما في الصباح وجميل كرمهم في تقديم القهوة وتعاملهم مع الزبائن ماعدا مشكلة وحدة الإزعاج في المحل وتحس انك في مصنع من اصوات المعدات والمكائن حمص القهوة وتجهيز الطلبات الخارجية وفرز الكراتين وجدا جدا مزعج الوضع لاتقدر تشتغل أو تقرأ او تكلم ولاتحس بجو الكوفي او روقانه المفترض
وعندهم عامل نيبالي سيىء جدا جدا جدا والله انه ينحش الزباين اتوقع اسمه مينول",2024-07-23 03:33:09.242000+00:00,Neutral
Bader Am,5,من افضل القهاوي المختصة في الرياض، اخوي غازي ما قصر الله يسعده خدمة وابتسامة وخبرة في المجال الله يسعده🙏🏼,2024-07-20 21:15:29.265000+00:00,Positive
عبدالرحمن سعد,5,حاب اشكر الموظف غازي على تعامله الراقي ومحمصه شفل على المحصول السعودي الرهيب خذيته ايس دريب صراحه صدمني فاكهي موزون 👌🏻😍,2024-07-17 15:57:51.203000+00:00,Positive
Arwa Abdullah,5,قهوتهم ممتازة 👍 المكان هادئ ورايق مناسب للشغل,2024-07-16 11:14:48.541000+00:00,Positive
Bader,4,"Ice v60 5/10 ( make it bloaming plz) coffee

هادئ جداً المكان ومريح",2024-07-16 09:52:41.698000+00:00,Positive
H H,2,"الأسعار : مرتفعة للـ v60 premium 29 ريال كثير ، ولكن بشكل عام اجواء المحل حلوه جدًا
الحلى : السينبون / سيئ جدًا
ترفل مانجو / جيد",2024-07-15 22:01:05.508000+00:00,Negative
asma all,3,"لما تجي مشتهي تشرب قهوتك بكوب سيراميك
وتقولها ٣ مرات واخر شي يسويه بكوب ورق 🥲 قال لك وبنسوي ثاني لك بكوب سيراميك وذهب ولم يعود 💔",2024-07-14 18:26:42.221000+00:00,Neutral
نولي المطيري,1,اتمنى الرجوع للكاميرات لان العامل يحرك القهوة التي تحمص بيده  كيف قهوه نشرب منها يحركها بيده وبدون قلفز تم تركي للقهوه بعد منظر اللي شفته,2024-07-10 09:03:26.272000+00:00,Negative
