Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based),is_duplicate_text,duplicate_same_author,Language,Review Text AR,Sentiment
فايز,5,قهوتهم جدا رايقه وموظفينهم محترمين وبالاخص غازي جدا متعاون ومحترم وبشوش واذا بجي مره ثانيه عشانه والله,2024-10-24 18:02:47.971000+00:00,Positive,False,False,ar,قهوتهم جدا رايقه وموظفينهم محترمين وبالاخص غازي جدا متعاون ومحترم وبشوش واذا بجي مره ثانيه عشانه واله,positive
Abdullatif Mohammed,5,استقبال مميز مليء بالابتسامة والروح الايجابية وفقهم الله,2024-10-22 18:19:37.483000+00:00,Positive,False,False,ar,استقبال ميز مليء بالابتسامه والروح الايجابيه وفقهم اله,positive
Abdulelah,5,مكان هادي ورايق جدا والقهوه طبعا على مستوى عالي جدا (بشكل خاص اليمنيه) والموظفين جدا محترمين وغازي يعطيه العافيه ماقصر معي من اي شي اسأله عنه وجدا خلوق ومحترم,2024-10-22 16:48:33.015000+00:00,Positive,False,False,ar,مكان هادي ورايق جدا والقهوه طبعا علي مستوي عالي جدا بشكل خاص اليمنيه والموظفين جدا محترمين وغازي يعطيه العافيه ماقصر معي من اي شي اساله عنه وجدا خلوق ومحترم,positive
xDuulz,5,محمصة جميلة وملمومة…والموظف السعودي غازي بشوش ويرحب فيك بالمكان,2024-10-22 16:40:17.181000+00:00,Positive,False,False,ar,محمصه جميله وملمومه والموظف السعودي غازي بشوش ويرحب فيك بالمكان,positive
Saeed Aldawsari,5,قهوة من الاخر والحلى ولا غلطة واللي محلي المكان الطاقم وخصوصاً الاخ غازي ألف شكر لكم,2024-10-22 15:20:58.804000+00:00,Positive,False,False,ar,قهوه من الاخر والحلي ولا غلطه والي محلي المكان الطاقم وخصوصا الاخ غازي الف شكر لكم,positive
ريما الصرامي,1,"طلبت من ذا شيفز استلام للسياره يقالي اسرع عشان ماتاخر على دوامي !
وللاسف قعدت ساعه انتظر يجيبون لي القهوه لما اتصلت عليهم ؟؟
وجاني الموظف بدون قهوه يسال وش طلبك🙃🫠
صراحة تجربه مستحيل اعيدها",2024-10-21 05:30:23.090000+00:00,Negative,False,False,ar,طلبت من ذا شيفز استلام لسياره يقالي اسرع عشان ماتاخر علي دوامي ولاسف قعدت ساعه انتظر يجيبون لي القهوه لما اتصلت عليهم ؟ وجاني الموظف بدون قهوه يسال وش طلبك صراحه تجربه مستحيل اعيدها,negative
Crystal Alghamdi,5,القهوه اخذت بن يمني صراحه روعه روعه جدداً,2024-10-20 21:05:41.549000+00:00,Positive,False,False,ar,القهوه اخذت بن يمني صراحه روعه روعه جدا,positive
اشواق العمري,5,اول مره ازور المكان ، الموظفين ياسر وتركي رائعين جداً وأخلاقهم عاليه وحببوني بالمكان ❤️,2024-10-20 15:08:50.440000+00:00,Positive,False,False,ar,اول مره ازور المكان ، الموظفين ياسر وتركي رائعين جدا واخلاقهم عاليه وحبوني بالمكان,positive
Jameel,5,الأجواء رائعة جدًا، والقهوة رائعة للغاية.,2024-10-19 19:20:23.390000+00:00,Positive,False,False,ar,الاجواء رائعه جدا، والقهوه رائعه لغايه,positive
Mr. Turki,4,القهوة جدا حلوه حتى البن جدا جيد بس حلا التراميسو جدا سئ,2024-10-19 15:38:35.250000+00:00,Positive,False,False,ar,القهوه جدا حلوه حتي البن جدا جيد بس حلا التراميسو جدا سئ,positive
G,5,🫶,2024-10-19 00:51:27.565000+00:00,Positive,False,False,unknown,,positive
aziz ahmed,5,"جربت قهوه اليوم بارد 10/10
سينابون قرفه اتوقع 10/0 ما توقعتها بهذا السوء
ليه اعطيك 5 نجوم لاني جربت فرع برج العنود والعليا للامانه ما قد صادفت موظفين سوا عرب او جنسيات اخرى الا كانو جدا جدا لطيفين ومحترمين وانفسهم طيبه الله يوفقهم النجوم هذي بسبب تعامل الموظفين معي وكل انواع قهوة اليوم جربتها حاره الا امس بارده كلها 10/10",2024-10-18 12:46:43.640000+00:00,Positive,False,False,ar,جربت قهوه اليوم بارد 10 10 سينابون قرفه اتوقع 10 0 ما توقعتها بهذا السوء ليه اعطيك 5 نجوم لاني جربت فرع برج العنود والعليا لامانه ما قد صادفت موظفين سوا عرب او جنسيات اخري الا كانو جدا جدا لطيفين ومحترمين وانفسهم طيبه اله يوفقهم النجوم هذي بسب تعامل الموظفين معي وكل انواع قهوه اليوم جربتها حاره الا امس بارده كلها 10 10,positive
عبدالملك محمد,5,د/غازي رائع,2024-10-12 17:15:38.492000+00:00,Positive,False,False,fa,د غازي رائع,positive
—,5,القهوة الصراحه لذيذه .. البن اليمني مايتفوت .. staff جدا محترفين وتعاملهم راقي,2024-10-12 15:04:34.802000+00:00,Positive,False,False,ar,القهوه الصراحه لذيذه البن اليمني مايتفوت staf جدا محترفين وتعاملهم راقي,positive
Abdullaziz Saleh,1,"سعر مبالغ فيه على كوب v60 premium سلامات  !!!!!
بسعر 29 ريال على ايش طبعا طلبت وحاسبت بالغلط ما انتبهت السعر
والطعم عادي زيه زي اي قهوه مقطره",2024-10-09 21:07:18.073000+00:00,Negative,False,False,ar,سعر مبالغ فيه علي كوب v60 premium سلامات بسعر 29 ريال علي ايش طبعا طلبت وحاسبت بالغلط ما انتبهت السعر والطعم عادي زيه زي اي قهوه مقطره,negative
Corinne Rosolia,5,قهوتهم جيدة جدًا والموظفين ودودون للغاية!,2024-10-09 12:52:04.450000+00:00,Positive,False,False,ar,قهوتهم جيده جدا والموظفين ودودون لغايه,positive
We A,1,خدمه عملا بالرد سيئة وطلبه قهوه من شهر للحين ماوصلت,2024-10-08 09:29:46.925000+00:00,Negative,False,False,ar,خدمه عملا بالرد سيئه وطلبه قهوه من شهر لحين ماوصلت,negative
Rami Ale,5,مميزين في الخدمه وكريمين الصراحه مكان وااااو يجنن ويرزقهم من,2024-10-06 05:28:54.198000+00:00,Positive,False,False,ar,ميزين في الخدمه وكريمين الصراحه مكان واو يجن ويرزقهم من,positive
khaled alghanim,1,تجربه   سيى لا تتكررر   قهوه تايلنيدي والقهوه اليمن   الطعم محترق    تفشلت مع ربعي 🆘💔🚨يا طريقه التحضير او البن محمص زياده,2024-10-05 16:45:21.320000+00:00,Negative,False,False,ar,تجربه سي لا تكر قهوه تايلنيدي والقهوه اليمن الطعم محترق تفشلت مع ربعي يا طريقه التحضير او البن محمص زياده,negative
Ameer Eshqi,1,مرة مبالغ في اسعار كل شي قهوة ب ٣٢ وكركديه ٢٥ سينابون ب٢٣ وخربط طلبي,2024-10-05 13:14:05.504000+00:00,Negative,False,False,ar,مره مبالغ في اسعار كل شي قهوه ب ٣٢ وكركديه ٢٥ سينابون ب٢٣ وخربط طلبي,negative
عبدالله السيف,5,قهوه جميله الله يجزاه خير غازي على تعامله الجميل وانه شخص بسوم  وتعامله جيد مع زبناءه,2024-10-04 17:29:33.879000+00:00,Positive,False,False,ar,قهوه جميله اله يجزاه خير غازي علي تعامله الجميل وانه شخص بسوم وتعامله جيد مع زبناءه,positive
تركي السيف,5,"القهوة لذيذة
والحلا لذيذ
والمكان جميل
التعامل راقي
جلسات داخلية وخارجية
واشكر الشاب غازي على تعامله الراقي",2024-10-04 17:28:27.330000+00:00,Positive,False,False,ar,القهوه لذيذه والحلا لذيذ والمكان جميل التعامل راقي جلسات داخليه وخارجيه واشكر الشاب غازي علي تعامله الراقي,positive
Abeer Abdulaziz,3,الوافل لذيذ بس صغير وغالي على حجمه- اعتذر منكم لكن طعم الكركديه سيء مع الهيل اوجعني ما قدرت اكمله اتمنى ما تحطون الهيل معاه ومع ذلك غالي والحجم صغير,2024-10-03 18:02:02.442000+00:00,Neutral,False,False,ar,الوافل لذيذ بس صغير وغالي علي حجمه اعتذر منكم لكن طعم الكركديه سيء مع الهيل اوجعني ما قدرت اكمله اتمني ما تحطون الهيل معاه ومع ذلك غالي والحجم صغير,neutral
Mohammed A.,5,"اشكر القائمين على قهوة شفل على جهودهم وحرصهم في خدمة العميل وايضا في انتقائهم افضل واجود المحاصيل والايحائات والحقيقة مذاق القهوة ممتاز خصوصا الكلاسيك وفروتي واليمنيه والاثيوبية.
الجو العام رائع في كل الفروع بإستثناء فرع العنود.
خدمة العملاء اعتقد يحتاجون تدريب على أهمية التواصل الايجابي واللي يمثل شفل وأن يكونوا على علم في أخر التحديثات في شفل وأن تكون معلوماتهم متطابقة.
بالنهاية شفل راح يكتسح واتمنى اشوف فروعه موزعه بشكل متنساق في كل مكان في الرياض.",2024-10-03 11:40:50.551000+00:00,Positive,False,False,ar,اشكر القائمين علي قهوه شفل علي جهودهم وحرصهم في خدمه العميل وايضا في انتقائهم افضل واجود المحاصيل والايحائات والحقيقه مذاق القهوه متاز خصوصا الكلاسيك وفروتي واليمنيه والاثيوبيه الجو العام رائع في كل الفروع باستثناء فرع العنود خدمه العملاء اعتقد يحتاجون تدريب علي اهميه التواصل الايجابي والي يمثل شفل وان يكونوا علي علم في اخر التحديثات في شفل وان تكون معلوماتهم متطابقه بالنهايه شفل راح يكتسح واتمني اشوف فروعه موزعه بشكل متنساق في كل مكان في الرياض,positive
